,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
118,Animus of Night's Reach,B,4.0,,0.0,4.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Animus of Night's Reach attacks, it gets +X/+0 until end of turn, where X is the number of creature cards in defending player's graveyard.",uncommon,Menace,,"Enchantment, Creature"
119,Malicious Malfunction,B,3.0,{1}{B}{B},,,,"All creatures get -2/-2 until end of turn. If a creature would die this turn, exile it instead.",uncommon,,,Sorcery
120,March of Wretched Sorrow,B,1.0,{X}{B},,,,"As an additional cost to cast this spell, you may exile any number of black cards from your hand. This spell costs {2} less to cast for each card exiled this way.
March of Wretched Sorrow deals X damage to target creature or planeswalker and you gain X life.",rare,,,Instant
121,Mukotai Ambusher,B,4.0,{3}{B},3.0,2.0,,"Ninjutsu {1}{B} ({1}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Lifelink",common,"Lifelink, Ninjutsu",,"Artifact, Creature"
122,Mukotai Soulripper,B,2.0,{1}{B},4.0,3.0,,"Whenever Mukotai Soulripper attacks, you may sacrifice another artifact or creature. If you do, put a +1/+1 counter on Mukotai Soulripper and it gains menace until end of turn.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,Crew,,Artifact
123,"Nashi, Moon Sage's Scion",B,3.0,{1}{B}{B},3.0,2.0,,"Ninjutsu {3}{B} ({3}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Nashi, Moon Sage's Scion deals combat damage to a player, exile the top card of each player's library. Until end of turn, you may play one of those cards. If you cast a spell this way, pay life equal to its mana value rather than paying its mana cost.",mythic,Ninjutsu,Legendary,Creature
124,Nezumi Bladeblesser,B,3.0,{2}{B},3.0,2.0,,"Nezumi Bladeblesser has deathtouch as long as you control an artifact.
Nezumi Bladeblesser has menace as long as you control an enchantment. (It can't be blocked except by two or more creatures.)",common,,,Creature
125,Nezumi Prowler,B,2.0,{1}{B},3.0,1.0,,"Ninjutsu {1}{B} ({1}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
When Nezumi Prowler enters the battlefield, target creature you control gains deathtouch and lifelink until end of turn.",uncommon,Ninjutsu,,"Artifact, Creature"
126,Okiba Reckoner Raid,B,1.0,{B},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Each opponent loses 1 life and you gain 1 life.
III — Exile this Saga, then return it to the battlefield transformed under your control.",common,Transform,,Enchantment
127,Nezumi Road Captain,B,1.0,,2.0,2.0,,"Menace
Vehicles you control have menace. (They can't be blocked except by two or more creatures.)",common,Menace,,"Enchantment, Creature"
128,Okiba Salvage,B,5.0,{4}{B},,,,Return target creature or Vehicle card from your graveyard to the battlefield. Then put two +1/+1 counters on that permanent if you control an artifact and an enchantment.,uncommon,,,Sorcery
129,Reckoner Shakedown,B,3.0,{2}{B},,,,"Target opponent reveals their hand. You may choose a nonland card from it. If you do, that player discards that card. If you don't, put two +1/+1 counters on a creature or Vehicle you control.",common,,,Sorcery
130,Reckoner's Bargain,B,2.0,{1}{B},,,,"As an additional cost to cast this spell, sacrifice an artifact or creature.
You gain life equal to the sacrificed permanent's mana value. Draw two cards.",common,,,Instant
131,Return to Action,B,2.0,{1}{B},,,,"Until end of turn, target creature gets +1/+0 and gains lifelink and ""When this creature dies, return it to the battlefield tapped under its owner's control.""",common,,,Instant
132,Soul Transfer,B,3.0,{1}{B}{B},,,,"Choose one. If you control an artifact and an enchantment as you cast this spell, you may choose both.
• Exile target creature or planeswalker.
• Return target creature or planeswalker card from your graveyard to your hand.",rare,,,Sorcery
133,"Tatsunari, Toad Rider",B,3.0,{2}{B},3.0,3.0,,"Whenever you cast an enchantment spell, if you don't control a creature named Keimi, create Keimi, a legendary 3/3 black and green Frog creature token with ""Whenever you cast an enchantment spell, each opponent loses 1 life and you gain 1 life.""
{1}{G/U}: Tatsunari, Toad Rider and target Frog you control can't be blocked this turn except by creatures with flying or reach.",rare,,Legendary,Creature
134,Tribute to Horobi,B,2.0,{1}{B},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Each opponent creates a 1/1 black Rat Rogue creature token.
III — Exile this Saga, then return it to the battlefield transformed under your control.",rare,Transform,,Enchantment
135,Echo of Death's Wail,B,2.0,,3.0,3.0,,"Flying, haste
When Echo of Death's Wail enters the battlefield, gain control of all Rat tokens.
Whenever Echo of Death's Wail attacks, you may sacrifice another creature. If you do, draw a card.",rare,"Flying, Haste",,"Enchantment, Creature"
136,Twisted Embrace,B,4.0,{2}{B}{B},,,,"Enchant artifact or creature you control
When Twisted Embrace enters the battlefield, destroy target creature or planeswalker an opponent controls.
As long as enchanted permanent is a creature, it gets +1/+1.",common,Enchant,,Enchantment
137,Undercity Scrounger,B,3.0,{2}{B},1.0,4.0,,"{T}: Create a Treasure token. Activate only if a creature died this turn. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,"Artifact, Creature"
138,Unforgiving One,B,3.0,{2}{B},2.0,3.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Unforgiving One attacks, return target creature card with mana value X or less from your graveyard to the battlefield, where X is the number of modified creatures you control. (Equipment, Auras you control, and counters are modifications.)",uncommon,Menace,,Creature
139,Virus Beetle,B,2.0,{1}{B},1.0,1.0,,"When Virus Beetle enters the battlefield, each opponent discards a card.",common,,,"Artifact, Creature"
140,You Are Already Dead,B,1.0,{B},,,,"Destroy target creature that was dealt damage this turn.
Draw a card.",common,,,Instant
141,Akki Ember-Keeper,R,2.0,{1}{R},2.0,1.0,,"Whenever a nontoken modified creature you control dies, create a 1/1 colorless Spirit creature token. (Equipment, Auras you control, and counters are modifications.)",common,,,"Enchantment, Creature"
142,Akki Ronin,R,2.0,{1}{R},1.0,3.0,,"Whenever a Samurai or Warrior you control attacks alone, you may discard a card. If you do, draw a card.",common,,,Creature
143,Akki War Paint,R,1.0,{R},,,,"Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +2/+1.",common,Enchant,,Enchantment
144,Ambitious Assault,R,3.0,{2}{R},,,,"Creatures you control get +2/+0 until end of turn. If you control a modified creature, draw a card. (Equipment, Auras you control, and counters are modifications.)",common,,,Instant
145,"Atsushi, the Blazing Sky",R,4.0,{2}{R}{R},4.0,4.0,,"Flying, trample
When Atsushi, the Blazing Sky dies, choose one —
• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.
• Create three Treasure tokens.",mythic,"Flying, Trample",Legendary,Creature
146,Bronzeplate Boar,R,3.0,{2}{R},3.0,2.0,,"Trample
Equipped creature gets +3/+2 and has trample.
Reconfigure {5} ({5}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",uncommon,"Reconfigure, Trample",,"Artifact, Creature"
147,Crackling Emergence,R,2.0,{1}{R},,,,"Enchant land you control
Enchanted land is a 3/3 red Spirit creature with haste. It's still a land.
If enchanted land would be destroyed, instead sacrifice Crackling Emergence and that land gains indestructible until end of turn.",common,Enchant,,Enchantment
148,Dragonspark Reactor,R,2.0,{1}{R},,,,"Whenever Dragonspark Reactor or another artifact enters the battlefield under your control, put a charge counter on Dragonspark Reactor.
{4}, Sacrifice Dragonspark Reactor: It deals damage equal to the number of charge counters on it to target player and that much damage to up to one target creature.",uncommon,,,Artifact
149,Experimental Synthesizer,R,1.0,{R},,,,"When Experimental Synthesizer enters or leaves the battlefield, exile the top card of your library. Until end of turn, you may play that card.
{2}{R}, Sacrifice Experimental Synthesizer: Create a 2/2 white Samurai creature token with vigilance. Activate only as a sorcery.",common,,,Artifact
150,Explosive Entry,R,2.0,{1}{R},,,,Destroy up to one target artifact. Put a +1/+1 counter on up to one target creature.,common,,,Sorcery
151,Explosive Singularity,R,10.0,{8}{R}{R},,,,"As an additional cost to cast this spell, you may tap any number of untapped creatures you control. This spell costs {1} less to cast for each creature tapped this way.
Explosive Singularity deals 10 damage to any target.",mythic,,,Sorcery
152,Fable of the Mirror-Breaker,R,3.0,{2}{R},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Create a 2/2 red Goblin Shaman creature token with ""Whenever this creature attacks, create a Treasure token.""
II — You may discard up to two cards. If you do, draw that many cards.
III — Exile this Saga, then return it to the battlefield transformed under your control.",rare,Transform,,Enchantment
153,Reflection of Kiki-Jiki,R,3.0,,2.0,2.0,,"{1}, {T}: Create a token that's a copy of another target nonlegendary creature you control, except it has haste. Sacrifice it at the beginning of the next end step.",rare,,,"Enchantment, Creature"
154,Flame Discharge,R,1.0,{X}{R},,,,"Flame Discharge deals X damage to target creature or planeswalker. If you controlled a modified creature as you cast this spell, it deals X plus 2 damage instead. (Equipment, Auras you control, and counters are modifications.)",uncommon,,,Instant
155,Gift of Wrath,R,4.0,{3}{R},,,,"Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +2/+2 and has menace. (It can't be blocked except by two or more creatures.)
When Gift of Wrath leaves the battlefield, create a 2/2 red Spirit creature token with menace.",common,Enchant,,Enchantment
156,Go-Shintai of Ancient Wars,R,3.0,{2}{R},2.0,2.0,,"First strike
At the beginning of your end step, you may pay {1}. When you do, Go-Shintai of Ancient Wars deals X damage to target player or planeswalker, where X is the number of Shrines you control.",uncommon,First strike,Legendary,"Enchantment, Creature"
157,"Goro-Goro, Disciple of Ryusei",R,2.0,{1}{R},2.0,2.0,,"{R}: Creatures you control gain haste until end of turn.
{3}{R}{R}: Create a 5/5 red Dragon Spirit creature token with flying. Activate only if you control an attacking modified creature. (Equipment, Auras you control, and counters are modifications.)",rare,,Legendary,Creature
158,"Heiko Yamazaki, the General",R,4.0,{3}{R},3.0,3.0,,"Trample
Whenever a Samurai or Warrior you control attacks alone, you may cast target artifact card from your graveyard this turn.",uncommon,Trample,Legendary,Creature
159,Invoke Calamity,R,5.0,{1}{R}{R}{R}{R},,,,"You may cast up to two instant and/or sorcery spells with total mana value 6 or less from your graveyard and/or hand without paying their mana costs. If those spells would be put into your graveyard, exile them instead. Exile Invoke Calamity.",rare,,,Instant
160,Ironhoof Boar,R,6.0,{5}{R},5.0,4.0,,"Trample, haste
Channel — {1}{R}, Discard Ironhoof Boar: Target creature gets +3/+1 and gains trample until end of turn.",common,"Channel, Haste, Trample",,"Artifact, Creature"
161,Kami of Industry,R,5.0,{4}{R},3.0,6.0,,"When Kami of Industry enters the battlefield, return target artifact card with mana value 3 or less from your graveyard to the battlefield. It gains haste. Sacrifice it at the beginning of the next end step.",common,,,Creature
162,Kami's Flare,R,2.0,{1}{R},,,,"Kami's Flare deals 3 damage to target creature or planeswalker. Kami's Flare also deals 2 damage to that permanent's controller if you control a modified creature. (Equipment, Auras you control, and counters are modifications.)",common,,,Instant
163,Kindled Fury,R,1.0,{R},,,,Target creature gets +1/+0 and gains first strike until end of turn.,common,,,Instant
164,Kumano Faces Kakkazan,R,1.0,{R},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Kumano Faces Kakkazan deals 1 damage to each opponent and each planeswalker they control.
II — When you cast your next creature spell this turn, that creature enters the battlefield with an additional +1/+1 counter on it.
III — Exile this Saga, then return it to the battlefield transformed under your control.",uncommon,Transform,,Enchantment
165,Etching of Kumano,R,1.0,,2.0,2.0,,"Haste
If a creature dealt damage this turn by a source you controlled would die, exile it instead.",uncommon,Haste,,"Enchantment, Creature"
166,Lizard Blades,R,2.0,{1}{R},1.0,1.0,,"Double strike
Equipped creature has double strike.
Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",rare,"Double strike, Reconfigure",,"Artifact, Creature"
167,March of Reckless Joy,R,1.0,{X}{R},,,,"As an additional cost to cast this spell, you may exile any number of red cards from your hand. This spell costs {2} less to cast for each card exiled this way.
Exile the top X cards of your library. You may play up to two of those cards until the end of your next turn.",rare,,,Instant
168,Ogre-Head Helm,R,2.0,{1}{R},2.0,2.0,,"Equipped creature gets +2/+2.
Whenever Ogre-Head Helm or equipped creature deals combat damage to a player, you may sacrifice it. If you do, discard your hand, then draw three cards.
Reconfigure {3} ({3}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",rare,Reconfigure,,"Artifact, Creature"
169,Peerless Samurai,R,3.0,{2}{R},2.0,3.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever a Samurai or Warrior you control attacks alone, the next spell you cast this turn costs {1} less to cast.",common,Menace,,Creature
170,Rabbit Battery,R,1.0,{R},1.0,1.0,,"Haste
Equipped creature gets +1/+1 and has haste.
Reconfigure {R} ({R}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",uncommon,"Haste, Reconfigure",,"Artifact, Creature"
171,Reinforced Ronin,R,1.0,{R},2.0,2.0,,"Haste
At the beginning of your end step, return Reinforced Ronin to its owner's hand.
Channel — {1}{R}, Discard Reinforced Ronin: Draw a card.",uncommon,"Channel, Haste",,"Artifact, Creature"
172,Scrap Welder,R,3.0,{2}{R},3.0,3.0,,"{T}, Sacrifice an artifact with mana value X: Return target artifact card with mana value less than X from your graveyard to the battlefield. It gains haste until end of turn.",rare,,,Creature
173,Scrapyard Steelbreaker,R,4.0,{3}{R},3.0,4.0,,"{1}, Sacrifice another artifact: Scrapyard Steelbreaker gets +2/+1 until end of turn.",common,,,"Artifact, Creature"
174,Seismic Wave,R,3.0,{2}{R},,,,Seismic Wave deals 2 damage to any target and 1 damage to each nonartifact creature target opponent controls.,uncommon,,,Instant
175,The Shattered States Era,R,5.0,{4}{R},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Gain control of target creature until end of turn. Untap it. It gains haste until end of turn.
II — Creatures you control get +1/+0 until end of turn.
III — Exile this Saga, then return it to the battlefield transformed under your control.",common,"Haste, Transform",,Enchantment
176,Nameless Conqueror,R,5.0,,3.0,3.0,,"Trample, haste",common,"Haste, Trample",,"Enchantment, Creature"
177,Simian Sling,R,1.0,{R},1.0,1.0,,"Equipped creature gets +1/+1.
Whenever Simian Sling or equipped creature becomes blocked, it deals 1 damage to defending player.
Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",common,Reconfigure,,"Artifact, Creature"
178,Sokenzan Smelter,R,2.0,{1}{R},2.0,2.0,,"At the beginning of combat on your turn, you may pay {1} and sacrifice an artifact. If you do, create a 3/1 red Construct artifact creature token with haste.",uncommon,,,Creature
179,Tempered in Solitude,R,2.0,{1}{R},,,,"Whenever a creature you control attacks alone, exile the top card of your library. You may play that card this turn.",uncommon,,,Enchantment
180,Thundering Raiju,R,4.0,{2}{R}{R},3.0,3.0,,"Haste
Whenever Thundering Raiju attacks, put a +1/+1 counter on target creature you control. Then Thundering Raiju deals X damage to each opponent, where X is the number of modified creatures you control other than Thundering Raiju. (Equipment, Auras you control, and counters are modifications.)",rare,Haste,,Creature
181,Towashi Songshaper,R,2.0,{1}{R},2.0,2.0,,"Whenever another artifact enters the battlefield under your control, Towashi Songshaper gets +1/+0 until end of turn.",common,,,"Artifact, Creature"
182,Twinshot Sniper,R,4.0,{3}{R},2.0,3.0,,"Reach
When Twinshot Sniper enters the battlefield, it deals 2 damage to any target.
Channel — {1}{R}, Discard Twinshot Sniper: It deals 2 damage to any target.",uncommon,"Channel, Reach",,"Artifact, Creature"
183,Unstoppable Ogre,R,3.0,{2}{R},4.0,1.0,,"When Unstoppable Ogre enters the battlefield, target creature can't block this turn.",common,,,"Artifact, Creature"
184,Upriser Renegade,R,2.0,{1}{R},1.0,3.0,,"Upriser Renegade gets +2/+0 for each other modified creature you control. (Equipment, Auras you control, and counters are modifications.)",uncommon,,,Creature
185,Voltage Surge,R,1.0,{R},,,,"As an additional cost to cast this spell, you may sacrifice an artifact.
Voltage Surge deals 2 damage to target creature or planeswalker. If this spell's additional cost was paid, Voltage Surge deals 4 damage instead.",common,,,Instant
186,Azusa's Many Journeys,G,2.0,{1}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — You may play an additional land this turn.
II — You gain 3 life.
III — Exile this Saga, then return it to the battlefield transformed under your control.",uncommon,Transform,,Enchantment
187,Likeness of the Seeker,G,2.0,,3.0,3.0,,"Whenever Likeness of the Seeker becomes blocked, untap up to three lands you control.",uncommon,,,"Enchantment, Creature"
188,Bamboo Grove Archer,G,2.0,{1}{G},3.0,3.0,,"Defender, reach
Channel — {4}{G}, Discard Bamboo Grove Archer: Destroy target creature with flying.",common,"Channel, Defender, Reach",,"Enchantment, Creature"
189,Bearer of Memory,G,3.0,{2}{G},3.0,2.0,,{5}{G}: Put a +1/+1 counter on target enchantment creature. It gains trample until end of turn.,common,,,"Enchantment, Creature"
190,Blossom Prancer,G,5.0,{3}{G}{G},4.0,4.0,,"Reach
When Blossom Prancer enters the battlefield, look at the top five cards of your library. You may reveal a creature or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, you gain 4 life.",uncommon,Reach,,Creature
191,Boon of Boseiju,G,2.0,{1}{G},,,,"Target creature gets +X/+X until end of turn, where X is the greatest mana value among permanents you control. Untap it.",uncommon,,,Instant
192,Boseiju Reaches Skyward,G,4.0,{3}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Search your library for up to two basic Forest cards, reveal them, put them into your hand, then shuffle.
II — Put up to one target land card from your graveyard on top of your library.
III — Exile this Saga, then return it to the battlefield transformed under your control.",uncommon,Transform,,Enchantment
193,Branch of Boseiju,G,4.0,,0.0,0.0,,"Reach
Branch of Boseiju gets +1/+1 for each land you control.",uncommon,Reach,,"Enchantment, Creature"
194,Careful Cultivation,G,3.0,{2}{G},,,,"Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +1/+3 and has reach and ""{T}: Add {G}{G}.""
Channel — {1}{G}, Discard Careful Cultivation: Create a 1/1 green Human Monk creature token with ""{T}: Add {G}.""",common,"Channel, Enchant",,Enchantment
195,Coiling Stalker,G,2.0,{1}{G},2.0,1.0,,"Ninjutsu {1}{G} ({1}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Coiling Stalker deals combat damage to a player, put a +1/+1 counter on target creature you control that doesn't have a +1/+1 counter on it.",common,Ninjutsu,,Creature
196,Commune with Spirits,G,1.0,{G},,,,Look at the top four cards of your library. You may reveal an enchantment or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,common,,,Sorcery
197,The Dragon-Kami Reborn,G,3.0,{2}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — You gain 2 life. Look at the top three cards of your library. Exile one of them face down with a hatching counter on it, then put the rest on the bottom of your library in any order.
III — Exile this Saga, then return it to the battlefield transformed under your control.",rare,Transform,,Enchantment
198,Dragon-Kami's Egg,G,3.0,,0.0,1.0,,"Whenever Dragon-Kami's Egg or a Dragon you control dies, you may cast a creature spell from among cards you own in exile with hatching counters on them without paying its mana cost.",rare,,,"Enchantment, Creature"
199,Fade into Antiquity,G,3.0,{2}{G},,,,Exile target artifact or enchantment.,common,,,Sorcery
200,Fang of Shigeki,G,1.0,{G},1.0,1.0,,Deathtouch,common,Deathtouch,,"Enchantment, Creature"
201,Favor of Jukai,G,4.0,{3}{G},,,,"Enchant artifact or creature
As long as enchanted permanent is a creature, it gets +3/+3 and has reach.
Channel — {1}{G}, Discard Favor of Jukai: Target creature gets +3/+3 and gains reach until end of turn.",common,"Channel, Enchant",,Enchantment
202,Generous Visitor,G,1.0,{G},1.0,1.0,,"Whenever you cast an enchantment spell, put a +1/+1 counter on target creature.",uncommon,,,Creature
203,Geothermal Kami,G,4.0,{3}{G},4.0,3.0,,"When Geothermal Kami enters the battlefield, you may return an enchantment you control to its owner's hand. If you do, you gain 3 life.",common,,,Creature
204,Go-Shintai of Boundless Vigor,G,2.0,{1}{G},1.0,1.0,,"Trample
At the beginning of your end step, you may pay {1}. When you do, put a +1/+1 counter on target Shrine for each Shrine you control.",uncommon,Trample,Legendary,"Enchantment, Creature"
205,Grafted Growth,G,3.0,{2}{G},,,,"Enchant land
When Grafted Growth enters the battlefield, put a +1/+1 counter on target creature or Vehicle you control.
Enchanted land has ""{T}: Add two mana of any one color.""",common,Enchant,,Enchantment
206,Greater Tanuki,G,6.0,{4}{G}{G},6.0,5.0,,"Trample
Channel — {2}{G}, Discard Greater Tanuki: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,"Channel, Trample",,"Enchantment, Creature"
207,Harmonious Emergence,G,4.0,{3}{G},,,,"Enchant land you control
Enchanted land is a 4/5 green Spirit creature with vigilance and haste. It's still a land.
If enchanted land would be destroyed, instead sacrifice Harmonious Emergence and that land gains indestructible until end of turn.",common,Enchant,,Enchantment
208,Heir of the Ancient Fang,G,3.0,{2}{G},2.0,3.0,,"Heir of the Ancient Fang enters the battlefield with a +1/+1 counter on it if you control a modified creature. (Equipment, Auras you control, and counters are modifications.)",common,,,Creature
209,Historian's Wisdom,G,3.0,{2}{G},,,,"Enchant artifact or creature
When Historian's Wisdom enters the battlefield, if enchanted permanent is a creature with the greatest power among creatures on the battlefield, draw a card.
As long as enchanted permanent is a creature, it gets +2/+1.",uncommon,Enchant,,Enchantment
210,Invoke the Ancients,G,5.0,{1}{G}{G}{G}{G},,,,"Create two 4/5 green Spirit creature tokens. For each of them, put your choice of a vigilance counter, a reach counter, or a trample counter on it.",rare,,,Sorcery
211,Jugan Defends the Temple,G,3.0,{2}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Create a 1/1 green Human Monk creature token with ""{T}: Add {G}.""
II — Put a +1/+1 counter on each of up to two target creatures.
III — Exile this Saga, then return it to the battlefield transformed under your control.",mythic,Transform,,Enchantment
212,Remnant of the Rising Star,G,3.0,,2.0,2.0,,"Flying
Whenever another creature enters the battlefield under your control, you may pay {X}. When you do, put X +1/+1 counters on that creature.
As long as you control five or more modified creatures, Remnant of the Rising Star gets +5/+5 and has trample. (Equipment, Auras you control, and counters are modifications.)",mythic,Flying,,"Enchantment, Creature"
213,Jukai Preserver,G,4.0,{3}{G},3.0,3.0,,"When Jukai Preserver enters the battlefield, put a +1/+1 counter on target creature you control.
Channel — {2}{G}, Discard Jukai Preserver: Put a +1/+1 counter on each of up to two target creatures you control.",common,Channel,,"Enchantment, Creature"
214,Jukai Trainee,G,2.0,{1}{G},2.0,2.0,,"Whenever Jukai Trainee blocks or becomes blocked, it gets +1/+1 until end of turn.",common,,,Creature
215,Kami of Transience,G,2.0,{1}{G},2.0,2.0,,"Trample
Whenever you cast an enchantment spell, put a +1/+1 counter on Kami of Transience.
At the beginning of each end step, if an enchantment was put into your graveyard from the battlefield this turn, you may return Kami of Transience from your graveyard to your hand.",rare,Trample,,Creature
216,Kappa Tech-Wrecker,G,2.0,{1}{G},1.0,3.0,,"Ninjutsu {1}{G}
Kappa Tech-Wrecker enters the battlefield with a deathtouch counter on it.
Whenever Kappa Tech-Wrecker deals combat damage to a player, you may remove a deathtouch counter from it. When you do, exile target artifact or enchantment that player controls.",uncommon,Ninjutsu,,Creature
217,Kodama of the West Tree,G,3.0,{2}{G},3.0,3.0,,"Reach
Modified creatures you control have trample. (Equipment, Auras you control, and counters are modifications.)
Whenever a modified creature you control deals combat damage to a player, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",mythic,Reach,Legendary,Creature
218,"Kura, the Boundless Sky",G,5.0,{3}{G}{G},4.0,4.0,,"Flying, deathtouch
When Kura, the Boundless Sky dies, choose one —
• Search your library for up to three land cards, reveal them, put them into your hand, then shuffle.
• Create an X/X green Spirit creature token, where X is the number of lands you control.",mythic,"Deathtouch, Flying",Legendary,Creature
219,March of Burgeoning Life,G,1.0,{X}{G},,,,"As an additional cost to cast this spell, you may exile any number of green cards from your hand. This spell costs {2} less to cast for each card exiled this way.
Choose target creature with mana value less than X. Search your library for a creature card with the same name as that creature, put it onto the battlefield tapped, then shuffle.",rare,,,Instant
220,Master's Rebuke,G,2.0,{1}{G},,,,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,common,,,Instant
221,Orochi Merge-Keeper,G,2.0,{1}{G},1.0,1.0,,"{T}: Add {G}.
As long as Orochi Merge-Keeper is modified, it has ""{T}: Add {G}{G}."" (Equipment, Auras you control, and counters are modifications.)",uncommon,,,Creature
222,Roaring Earth,G,2.0,{1}{G},,,,"Whenever a land enters the battlefield under your control, put a +1/+1 counter on target creature or Vehicle you control.
Channel — {X}{G}{G}, Discard Roaring Earth: Put X +1/+1 counters on target land you control. It becomes a 0/0 green Spirit creature with haste. It's still a land.",uncommon,Channel,,Enchantment
223,Season of Renewal,G,3.0,{2}{G},,,,"Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target enchantment card from your graveyard to your hand.",common,,,Instant
224,"Shigeki, Jukai Visionary",G,2.0,{1}{G},1.0,3.0,,"{1}{G}, {T}, Return Shigeki, Jukai Visionary to its owner's hand: Reveal the top four cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest into your graveyard.
Channel — {X}{X}{G}{G}, Discard Shigeki: Return X target nonlegendary cards from your graveyard to your hand.",rare,Channel,Legendary,"Enchantment, Creature"
225,Spinning Wheel Kick,G,2.0,{X}{X}{G}{G},,,,Target creature you control deals damage equal to its power to each of X target creatures and/or planeswalkers.,uncommon,,,Sorcery
226,Spring-Leaf Avenger,G,5.0,{3}{G}{G},6.0,5.0,,"Ninjutsu {3}{G} ({3}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Spring-Leaf Avenger deals combat damage to a player, return target permanent card from your graveyard to your hand.",rare,Ninjutsu,,Creature
227,Storyweave,G,3.0,{2}{G},,,,"Choose one —
• Put two +1/+1 counters on target creature you control.
• Put two lore counters on target Saga you control. The next time one or more enchantment creatures enter the battlefield under your control this turn, each enters with two additional +1/+1 counters on it.",uncommon,,,Instant
228,Tales of Master Seshiro,G,5.0,{4}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Put a +1/+1 counter on target creature or Vehicle you control. It gains vigilance until end of turn.
III — Exile this Saga, then return it to the battlefield transformed under your control.",common,"Transform, Vigilance",,Enchantment
229,Seshiro's Living Legacy,G,5.0,,5.0,5.0,,"Vigilance, haste",common,"Haste, Vigilance",,"Enchantment, Creature"
230,Tamiyo's Safekeeping,G,1.0,{G},,,,"Target permanent you control gains hexproof and indestructible until end of turn. You gain 2 life. (A permanent with hexproof and indestructible can't be the target of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy it.)",common,,,Instant
231,Teachings of the Kirin,G,2.0,{1}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Mill three cards. Create a 1/1 colorless Spirit creature token.
II — Put a +1/+1 counter on target creature you control.
III — Exile this Saga, then return it to the battlefield transformed under your control.",rare,"Mill, Transform",,Enchantment
232,Kirin-Touched Orochi,G,2.0,,1.0,1.0,,"Whenever Kirin-Touched Orochi attacks, choose one —
• Exile target creature card from a graveyard. When you do, create a 1/1 colorless Spirit creature token.
• Exile target noncreature card from a graveyard. When you do, put a +1/+1 counter on target creature you control.",rare,,,"Enchantment, Creature"
233,Weaver of Harmony,G,2.0,{1}{G},2.0,2.0,,"Other enchantment creatures you control get +1/+1.
{G}, {T}: Copy target activated or triggered ability you control from an enchantment source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",rare,,,"Enchantment, Creature"
234,Webspinner Cuff,G,3.0,{2}{G},1.0,4.0,,"Reach
Equipped creature gets +1/+4 and has reach.
Reconfigure {4} ({4}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",uncommon,"Reach, Reconfigure",,"Artifact, Creature"
